fcpu,fgpu,cpu_uti,gpu_uti,mem_uti,cpu_temp,gpu_temp,inference_time,total_time,fps,VDD_IN
1420800,318750000,30.9,34.8,25.1,34.6,32.7,12.900,13.660,59.31,4994
1574400,318750000,28.3,37.5,25.2,34.7,32.9,12.885,13.611,59.35,5087
1728000,318750000,28.9,29.9,25.3,34.8,33.0,12.870,13.526,59.45,5102
1881600,318750000,28.1,30.1,25.3,34.9,33.0,12.856,13.502,59.47,5217
2035200,318750000,26.8,30.7,25.4,35.1,33.2,12.857,13.470,59.50,5343
345600,420750000,57.5,21.0,20.2,34.6,32.8,14.674,17.003,52.69,4382
499200,420750000,53.7,22.9,23.0,34.3,32.7,13.363,15.044,57.47,4661
652800,420750000,43.8,22.7,23.7,34.4,32.6,13.201,14.527,58.00,4728
806400,420750000,39.7,22.6,24.0,34.3,32.6,13.079,14.195,58.74,4735
960000,420750000,37.5,29.1,24.4,34.4,32.5,13.043,14.040,58.69,4822
1113600,420750000,34.5,32.3,24.7,34.3,32.6,12.933,13.825,59.18,4833
1267200,420750000,34.1,22.1,24.7,34.4,32.6,12.952,13.778,59.09,4874
1420800,420750000,34.0,23.0,25.1,34.4,32.7,12.954,13.705,59.09,5008
1574400,420750000,30.1,31.1,25.3,34.5,32.8,12.870,13.590,59.59,5067
1728000,420750000,29.4,26.7,25.2,34.8,32.9,12.892,13.562,59.53,5128
1881600,420750000,31.5,35.3,25.3,34.8,33.0,12.885,13.506,59.35,5235
2035200,420750000,27.7,37.1,25.4,35.0,33.1,12.855,13.472,59.46,5349
345600,522750000,60.8,16.9,20.3,34.3,32.7,14.721,17.034,52.62,4380
499200,522750000,50.7,21.6,22.6,34.3,32.5,13.441,15.097,57.18,4600
652800,522750000,47.8,25.0,23.7,34.3,32.4,13.153,14.488,57.96,4715
806400,522750000,39.3,17.7,23.9,34.3,32.6,13.125,14.244,58.48,4744
960000,522750000,35.4,23.1,24.4,34.3,32.6,13.020,13.999,58.78,4818
1113600,522750000,34.1,26.3,24.6,34.3,32.6,12.959,13.844,59.01,4840
1267200,522750000,35.9,23.5,24.7,34.3,32.6,12.942,13.759,59.16,4889
1420800,522750000,35.0,32.0,25.1,34.4,32.6,12.938,13.694,59.17,4984
1574400,522750000,29.9,26.4,25.2,34.5,32.7,12.898,13.600,59.61,5080
1728000,522750000,28.2,22.6,25.2,34.8,32.9,12.884,13.547,59.50,5138
1881600,522750000,28.7,24.5,25.3,34.9,32.9,12.864,13.494,59.45,5255
2035200,522750000,28.6,32.0,25.4,34.9,33.1,12.842,13.461,59.51,5386
345600,624750000,61.6,15.4,20.6,34.5,32.8,14.580,16.914,52.91,4436
499200,624750000,52.2,18.7,22.9,34.4,32.7,13.387,15.056,57.41,4686
652800,624750000,45.8,19.8,23.6,34.3,32.6,13.265,14.588,57.98,4730
806400,624750000,41.5,19.1,24.3,34.3,32.5,13.059,14.169,58.73,4814
960000,624750000,38.9,23.0,24.5,34.4,32.6,12.992,13.986,58.95,4837
1113600,624750000,36.3,22.3,24.6,34.5,32.5,12.965,13.870,58.98,4870
1267200,624750000,33.7,25.1,24.6,34.5,32.6,12.946,13.779,59.12,4886
1420800,624750000,30.4,20.9,25.1,34.5,32.6,12.947,13.700,59.21,5035
1574400,624750000,29.9,23.1,25.2,34.6,32.9,12.874,13.602,59.64,5087
1728000,624750000,29.0,21.6,25.3,34.7,32.8,12.892,13.554,59.50,5167
1881600,624750000,29.0,17.6,25.2,34.9,33.0,12.861,13.484,59.49,5303
2035200,624750000,25.0,25.2,25.3,35.0,33.2,12.890,13.483,59.33,5386
345600,726750000,61.7,18.0,20.5,34.6,32.7,14.562,16.895,52.77,4427
499200,726750000,52.1,17.9,22.5,34.4,32.7,13.391,15.078,57.32,4629
652800,726750000,46.4,19.8,23.7,34.4,32.6,13.170,14.539,58.17,4735
806400,726750000,41.6,22.3,23.9,34.4,32.5,13.112,14.237,58.72,4766
960000,726750000,38.8,24.7,24.5,34.3,32.6,13.007,14.000,58.81,4818
1113600,726750000,34.7,20.0,24.6,34.3,32.6,12.939,13.820,59.16,4857
1267200,726750000,34.2,20.0,24.7,34.4,32.6,12.930,13.746,59.28,4913
1420800,726750000,32.6,18.6,25.1,34.5,32.6,12.905,13.661,59.35,5044
1574400,726750000,29.9,23.3,25.1,34.5,32.8,12.881,13.591,59.30,5083
1728000,726750000,28.2,23.8,25.2,34.6,32.9,12.900,13.564,59.51,5167
1881600,726750000,27.4,17.8,25.2,34.7,33.0,12.855,13.480,59.53,5280
2035200,726750000,27.8,26.5,25.3,34.9,33.2,12.852,13.458,59.53,5403
345600,828750000,64.0,15.7,20.2,34.4,32.7,14.637,16.953,52.64,4435
499200,828750000,51.7,20.1,22.5,34.2,32.5,13.473,15.130,57.10,4657
652800,828750000,50.9,18.6,23.7,34.3,32.6,13.194,14.511,57.95,4804
806400,828750000,43.2,19.9,23.9,34.3,32.5,13.092,14.260,58.61,4818
960000,828750000,38.5,20.7,24.5,34.3,32.6,12.985,13.985,58.97,4890
1113600,828750000,33.2,20.9,24.6,34.2,32.6,12.953,13.843,59.08,4912
1267200,828750000,32.6,22.5,24.7,34.4,32.7,12.928,13.736,59.27,4920
1420800,828750000,31.2,21.8,25.2,34.5,32.7,12.937,13.685,59.11,5042
1574400,828750000,31.6,18.8,25.1,34.6,32.6,12.892,13.609,59.29,5123
1728000,828750000,28.1,22.5,25.2,34.6,32.8,12.876,13.543,59.51,5181
1881600,828750000,31.1,19.0,25.2,34.8,32.9,12.881,13.513,59.38,5303
2035200,828750000,27.9,22.3,25.3,34.9,33.2,12.857,13.454,59.51,5432
345600,930750000,61.0,14.3,20.6,34.4,32.7,14.301,16.624,53.73,4527
499200,930750000,52.9,16.4,22.5,34.4,32.5,13.558,15.208,56.75,4728
652800,930750000,50.0,20.0,23.7,34.4,32.6,13.130,14.463,57.97,4878
806400,930750000,43.7,19.6,24.0,34.4,32.6,13.084,14.210,58.69,4875
960000,930750000,34.8,20.4,24.5,34.4,32.7,13.011,13.986,58.92,4963
1113600,930750000,39.8,22.9,24.6,34.5,32.6,12.945,13.827,59.17,4970
1267200,930750000,37.3,22.5,25.1,34.5,32.7,12.939,13.748,59.16,5071
1420800,930750000,34.4,20.6,24.7,34.6,32.8,12.986,13.745,58.82,5014
1574400,930750000,28.9,17.7,25.2,34.7,32.8,12.880,13.582,59.63,5124
1728000,930750000,28.7,18.1,25.3,34.8,32.8,12.872,13.523,59.44,5221
1881600,930750000,28.3,23.1,25.3,34.9,32.9,12.873,13.494,59.42,5317
2035200,930750000,28.9,18.9,25.3,35.1,33.2,12.855,13.458,59.51,5478
345600,1032750000,59.7,14.9,20.6,34.7,32.8,14.505,16.819,52.71,4592
499200,1032750000,57.2,18.7,22.5,34.7,32.8,13.501,15.166,56.84,4798
652800,1032750000,49.4,21.1,23.8,34.7,32.8,13.134,14.446,57.93,4937
806400,1032750000,43.7,18.5,24.3,34.7,32.8,13.064,14.172,58.71,5027
960000,1032750000,43.2,21.3,24.4,34.8,32.9,13.036,14.032,58.80,5060
1113600,1032750000,34.0,15.6,24.6,34.8,32.9,12.962,13.832,59.08,5098
1267200,1032750000,30.5,22.5,25.0,34.8,32.9,12.932,13.740,59.16,5187
1420800,1032750000,31.7,18.6,25.1,34.8,33.0,12.896,13.634,59.34,5191
1574400,1032750000,30.1,22.6,25.3,34.8,33.0,12.873,13.582,59.61,5209
1728000,1032750000,29.2,23.3,25.3,34.9,33.1,12.869,13.523,59.44,5289
1881600,1032750000,28.1,18.5,25.2,35.0,33.2,12.890,13.513,59.37,5354
2035200,1032750000,26.5,21.4,25.3,35.1,33.3,12.849,13.462,59.57,5495
345600,1134750000,63.1,13.1,20.2,34.7,33.0,14.914,17.263,51.54,4604
499200,1134750000,50.5,18.1,22.6,34.7,33.0,13.421,15.072,57.33,4910
652800,1134750000,46.2,18.5,23.7,34.7,33.0,13.204,14.540,57.96,5069
806400,1134750000,42.7,18.7,24.0,34.8,33.0,13.092,14.219,58.72,5064
960000,1134750000,34.6,19.9,24.4,34.8,33.0,13.008,13.985,58.87,5170
1113600,1134750000,34.1,14.2,24.6,34.9,33.1,12.968,13.863,59.07,5194
1267200,1134750000,34.0,20.8,24.7,34.9,33.2,12.949,13.756,59.09,5223
1420800,1134750000,29.3,26.8,25.2,35.0,33.1,12.909,13.655,59.34,5335
1574400,1134750000,31.4,16.8,25.2,35.0,33.2,12.901,13.595,59.59,5352
1728000,1134750000,30.6,22.6,25.2,35.0,33.2,12.854,13.530,59.48,5371
1881600,1134750000,26.2,14.6,25.2,35.2,33.2,12.857,13.500,59.49,5401
2035200,1134750000,31.2,18.9,25.3,35.3,33.4,12.839,13.434,59.96,5492
345600,1236750000,61.3,15.4,20.1,34.9,33.1,14.598,16.952,52.74,4734
499200,1236750000,51.3,18.7,22.9,34.9,33.1,13.349,15.034,57.47,5111
652800,1236750000,45.6,21.7,23.7,35.0,33.1,13.189,14.539,57.94,5176
806400,1236750000,40.7,18.2,24.4,35.0,33.2,13.026,14.158,58.73,5306
960000,1236750000,36.8,21.6,24.5,35.1,33.3,13.033,14.030,58.75,5309
1113600,1236750000,32.0,23.6,24.5,35.1,33.2,13.043,13.933,58.70,5337
1267200,1236750000,32.6,23.5,24.7,35.1,33.3,12.949,13.755,59.09,5356
1420800,1236750000,38.0,18.4,25.1,35.2,33.3,12.995,13.757,58.88,5447
1574400,1236750000,29.1,17.9,25.2,35.3,33.5,12.881,13.593,59.31,5506
1728000,1236750000,29.5,22.1,25.2,35.3,33.4,12.891,13.573,59.59,5514
1881600,1236750000,28.4,15.9,25.2,35.3,33.5,12.869,13.494,59.44,5485
2035200,1236750000,25.7,18.5,25.3,35.5,33.7,12.852,13.451,59.57,5589
345600,1300500000,61.0,14.7,20.5,35.1,33.4,14.489,16.823,52.78,4863
499200,1300500000,55.7,18.5,22.6,35.1,33.3,13.449,15.096,57.13,5091
652800,1300500000,44.9,17.4,23.7,35.0,33.3,13.182,14.517,58.01,5226
806400,1300500000,42.2,18.3,24.0,35.1,33.4,13.098,14.216,58.64,5250
960000,1300500000,37.5,21.5,24.4,35.2,33.4,12.998,13.991,58.88,5353
1113600,1300500000,34.2,22.6,24.6,35.2,33.5,12.980,13.869,58.95,5406
1267200,1300500000,32.3,21.9,25.0,35.3,33.6,12.933,13.732,59.14,5524
1420800,1300500000,36.0,22.5,25.1,35.4,33.6,12.929,13.678,59.28,5553
1574400,1300500000,30.0,21.7,25.2,35.4,33.7,12.892,13.581,59.56,5526
1728000,1300500000,29.2,27.1,25.3,35.4,33.6,12.861,13.519,59.54,5560
1881600,1300500000,27.9,15.9,25.2,35.6,33.7,12.841,13.477,59.56,5568
2035200,1300500000,28.0,14.6,25.3,35.7,33.8,12.838,13.444,59.62,5600
