fcpu,fgpu,cpu_uti,gpu_uti,mem_uti,cpu_temp,gpu_temp,inference_time,total_time,fps,VDD_IN
960000,828750000,34.1,15.2,16.0,35.2,33.6,13.368,13.496,60.06,4246
1113600,828750000,32.9,14.2,16.3,35.2,33.6,13.286,13.417,60.05,4310
1267200,828750000,31.4,13.6,16.3,35.2,33.4,13.261,13.376,59.99,4306
1420800,828750000,31.1,12.9,16.3,35.3,33.5,13.209,13.307,60.08,4346
1574400,828750000,28.8,14.7,16.4,35.3,33.6,13.166,13.270,60.12,4403
1728000,828750000,28.6,14.2,16.4,35.4,33.6,13.192,13.280,60.18,4493
1881600,828750000,25.9,13.7,16.4,35.7,33.8,13.104,13.197,60.17,4597
2035200,828750000,25.9,14.3,16.4,35.7,33.9,13.105,13.189,60.16,4704
345600,930750000,62.1,9.2,13.9,35.3,33.6,14.629,14.934,58.20,4066
499200,930750000,52.7,12.4,15.0,35.2,33.7,13.900,14.135,59.45,4183
652800,930750000,50.4,13.0,15.5,35.3,33.5,13.592,13.782,59.85,4242
806400,930750000,39.9,13.7,15.8,35.2,33.6,13.482,13.636,59.88,4308
960000,930750000,38.8,14.3,16.0,35.3,33.5,13.363,13.498,60.05,4319
1113600,930750000,36.8,13.3,16.0,35.2,33.6,13.306,13.438,60.05,4305
1267200,930750000,32.4,14.5,16.3,35.3,33.5,13.261,13.373,60.10,4386
1420800,930750000,30.5,14.7,16.4,35.2,33.6,13.209,13.311,60.20,4416
1574400,930750000,29.1,12.2,16.4,35.4,33.7,13.178,13.274,60.10,4414
1728000,930750000,29.3,12.5,16.4,35.4,33.8,13.137,13.235,60.12,4489
1881600,930750000,26.8,16.2,16.4,35.5,33.8,13.118,13.211,60.09,4618
2035200,930750000,26.3,13.5,16.5,35.7,33.9,13.103,13.185,60.18,4711
345600,1032750000,66.0,8.8,13.8,35.4,33.7,14.628,14.930,58.23,4103
499200,1032750000,58.5,12.1,15.0,35.3,33.7,13.916,14.134,59.40,4252
652800,1032750000,43.3,13.3,15.5,35.4,33.7,13.617,13.796,59.86,4301
806400,1032750000,39.1,12.8,15.9,35.4,33.8,13.467,13.620,59.94,4360
960000,1032750000,36.1,14.3,16.0,35.4,33.7,13.367,13.500,60.03,4374
1113600,1032750000,32.6,13.4,16.3,35.5,33.7,13.289,13.416,60.05,4461
1267200,1032750000,34.0,13.9,16.3,35.5,33.7,13.264,13.370,60.04,4463
1420800,1032750000,31.1,13.2,16.3,35.5,33.8,13.203,13.324,60.14,4464
1574400,1032750000,28.5,13.5,16.4,35.5,33.8,13.198,13.294,60.04,4492
1728000,1032750000,27.3,12.8,16.4,35.7,33.8,13.153,13.245,60.16,4540
1881600,1032750000,26.2,14.6,16.4,35.6,33.8,13.126,13.215,60.11,4582
2035200,1032750000,26.2,14.5,16.4,35.8,34.0,13.098,13.183,60.18,4747
345600,1134750000,61.4,10.2,13.9,35.4,33.9,14.456,14.796,58.69,4198
499200,1134750000,50.0,11.0,15.0,35.5,33.9,13.832,14.110,59.51,4332
652800,1134750000,47.4,12.3,15.5,35.4,33.8,13.640,13.816,59.78,4398
806400,1134750000,41.2,13.1,15.9,35.4,33.8,13.474,13.634,59.96,4429
960000,1134750000,36.5,13.9,15.9,35.5,33.9,13.369,13.513,60.00,4474
1113600,1134750000,34.1,12.0,16.2,35.6,33.9,13.302,13.425,60.06,4511
1267200,1134750000,33.5,13.2,16.3,35.6,33.9,13.251,13.361,60.03,4536
1420800,1134750000,29.4,12.5,16.3,35.7,33.9,13.216,13.311,60.04,4553
1574400,1134750000,28.2,14.1,16.3,35.8,33.9,13.181,13.275,60.06,4549
1728000,1134750000,26.7,13.0,16.4,35.8,34.0,13.138,13.225,60.18,4571
1881600,1134750000,25.9,14.1,16.4,35.9,34.0,13.107,13.198,60.13,4649
2035200,1134750000,25.9,14.0,16.4,35.9,34.1,13.103,13.188,60.16,4753
345600,1236750000,63.0,9.7,13.8,35.6,34.0,14.443,14.758,58.88,4277
499200,1236750000,52.7,11.8,14.9,35.6,34.0,13.906,14.124,59.33,4445
652800,1236750000,46.7,11.6,15.5,35.6,34.0,13.736,13.912,59.33,4504
806400,1236750000,39.9,12.9,15.9,35.7,34.0,13.446,13.611,60.02,4580
960000,1236750000,36.8,13.4,16.0,35.8,34.0,13.372,13.505,60.03,4594
1113600,1236750000,33.6,13.2,16.2,35.8,34.0,13.299,13.428,60.06,4643
1267200,1236750000,37.7,12.7,16.3,35.9,34.2,13.208,13.344,60.10,4683
1420800,1236750000,33.2,13.5,16.3,36.0,34.1,13.202,13.313,60.10,4685
1574400,1236750000,31.0,13.8,16.3,36.0,34.1,13.180,13.275,60.14,4700
1728000,1236750000,27.5,12.8,16.4,35.9,34.2,13.130,13.228,60.14,4672
1881600,1236750000,27.6,14.4,16.4,35.9,34.3,13.094,13.197,60.14,4710
2035200,1236750000,26.9,14.7,16.4,36.0,34.3,13.102,13.185,60.14,4754
345600,1300500000,67.2,9.0,13.8,35.8,34.1,14.587,14.907,58.32,4370
499200,1300500000,54.0,11.7,15.0,35.7,34.1,13.865,14.096,59.44,4527
652800,1300500000,44.4,12.1,15.5,35.8,34.2,13.605,13.778,59.79,4574
806400,1300500000,43.3,12.4,15.9,35.7,34.1,13.442,13.607,60.03,4617
960000,1300500000,37.8,14.5,16.0,35.9,34.2,13.362,13.494,60.09,4633
1113600,1300500000,33.2,12.4,16.2,35.9,34.1,13.278,13.415,60.06,4721
1267200,1300500000,32.1,12.0,16.3,35.9,34.2,13.250,13.362,60.10,4701
1420800,1300500000,30.1,12.3,16.3,35.9,34.2,13.184,13.299,60.12,4701
1574400,1300500000,27.4,11.9,16.4,36.0,34.3,13.166,13.265,60.08,4743
1728000,1300500000,27.5,12.5,16.4,36.0,34.3,13.133,13.238,60.18,4747
1881600,1300500000,27.3,11.8,16.4,36.1,34.3,13.123,13.206,60.17,4747
2035200,1300500000,27.4,12.3,16.5,36.1,34.3,13.102,13.185,60.15,4830
