fcpu,fgpu,cpu_uti,gpu_uti,mem_uti,cpu_temp,gpu_temp,inference_time,total_time,fps,VDD_IN
1728000,624750000,65.9,36.3,23.4,38.1,36.6,13.165,17.954,57.66,5922
1881600,624750000,66.7,28.4,23.9,38.5,36.9,12.928,17.451,58.79,6172
2035200,624750000,61.1,39.7,24.3,38.9,37.4,12.933,17.229,58.92,6513
345600,726750000,90.8,11.1,9.8,37.0,35.5,24.994,48.514,30.30,3616
499200,726750000,89.4,17.0,12.9,36.3,34.8,17.869,34.128,43.05,3978
652800,726750000,81.3,16.6,16.3,36.3,34.8,15.349,26.634,49.80,4414
806400,726750000,77.1,22.7,18.3,36.4,34.9,14.528,23.331,52.85,4686
960000,726750000,78.7,27.3,19.8,36.6,35.1,13.812,21.416,54.95,4879
1113600,726750000,68.2,24.7,20.8,36.8,35.2,13.485,20.184,56.14,5023
1267200,726750000,74.8,25.8,21.5,37.1,35.4,13.455,19.596,56.20,5201
1420800,726750000,69.3,27.1,22.3,37.4,35.7,13.335,18.859,57.16,5418
1574400,726750000,66.2,26.6,22.7,37.8,36.0,13.235,18.350,57.49,5618
1728000,726750000,62.6,30.2,23.6,38.0,36.4,12.910,17.704,58.97,5928
1881600,726750000,69.0,35.1,23.8,38.5,36.9,12.992,17.504,58.46,6183
2035200,726750000,59.8,24.0,24.3,38.9,37.5,12.987,17.206,58.65,6510
345600,828750000,91.6,12.7,10.0,36.9,35.5,23.294,46.898,32.51,3673
499200,828750000,88.5,14.3,12.8,36.3,34.9,17.645,33.894,42.81,4032
652800,828750000,80.4,20.8,16.1,36.2,34.8,15.825,27.260,48.05,4489
806400,828750000,75.6,27.4,18.5,36.5,35.0,14.303,23.179,52.90,4809
960000,828750000,71.2,27.3,19.7,36.7,35.2,14.055,21.615,54.02,4963
1113600,828750000,76.7,29.3,20.9,36.9,35.4,13.758,20.486,55.25,5157
1267200,828750000,64.4,30.9,21.7,37.2,35.5,13.264,19.329,57.47,5208
1420800,828750000,68.2,26.5,22.2,37.4,35.8,13.269,18.803,57.32,5384
1574400,828750000,72.8,26.4,22.8,37.7,36.1,13.408,18.514,56.80,5675
1728000,828750000,65.8,31.5,23.3,38.0,36.4,13.052,17.830,58.29,5891
1881600,828750000,61.4,32.4,23.8,38.6,36.8,12.912,17.419,58.91,6215
2035200,828750000,67.3,34.8,24.0,39.1,37.2,13.044,17.356,58.64,6512
345600,930750000,89.6,9.5,10.3,37.1,35.5,22.932,45.124,33.14,3764
499200,930750000,86.7,13.0,13.2,36.5,34.9,17.511,33.736,43.40,4164
652800,930750000,82.7,17.8,15.7,36.4,34.9,16.080,27.862,47.30,4525
806400,930750000,76.1,21.0,18.3,36.6,35.1,14.387,23.316,52.88,4872
960000,930750000,69.8,24.4,19.9,36.8,35.3,13.725,21.292,55.54,5081
1113600,930750000,68.8,21.9,20.8,37.2,35.5,13.498,20.252,56.34,5240
1267200,930750000,68.9,27.2,21.7,37.3,35.7,13.242,19.282,57.51,5361
1420800,930750000,72.3,27.8,22.3,37.4,36.0,13.165,18.654,58.00,5445
1574400,930750000,70.6,23.4,23.1,37.7,36.1,13.061,18.190,58.19,5703
1728000,930750000,63.2,28.1,23.3,38.1,36.6,13.116,17.909,57.99,5921
1881600,930750000,66.0,29.2,23.8,38.6,37.0,13.078,17.515,58.19,6247
2035200,930750000,63.5,30.9,24.3,39.0,37.4,12.978,17.183,58.72,6620
345600,1032750000,91.4,9.6,10.2,37.2,35.7,22.278,45.340,34.15,3806
499200,1032750000,82.8,14.9,13.5,36.7,35.2,18.582,32.810,40.77,4281
652800,1032750000,81.2,12.4,16.2,36.7,35.1,15.575,26.717,48.68,4683
806400,1032750000,76.2,17.6,18.4,37.0,35.4,14.221,23.056,53.46,5008
960000,1032750000,75.9,20.5,19.6,37.2,35.5,14.120,21.700,53.97,5202
1113600,1032750000,75.4,22.3,20.7,37.4,35.7,13.604,20.226,56.39,5358
1267200,1032750000,66.6,22.7,21.6,37.6,35.9,13.386,19.400,56.77,5524
1420800,1032750000,69.8,20.8,22.2,37.8,36.1,13.243,18.802,57.42,5609
1574400,1032750000,69.1,22.8,22.7,37.9,36.2,13.135,18.229,57.92,5685
1728000,1032750000,64.9,26.7,23.2,38.3,36.6,13.142,17.965,57.94,5968
1881600,1032750000,66.9,30.2,23.7,38.5,36.8,13.041,17.490,58.42,6254
2035200,1032750000,64.3,30.4,24.2,39.0,37.4,12.903,17.167,59.04,6642
345600,1134750000,90.2,9.8,10.3,37.3,35.7,23.858,45.739,31.74,3946
499200,1134750000,85.1,12.2,13.7,36.8,35.3,18.055,32.418,42.07,4449
652800,1134750000,81.6,16.7,16.0,36.9,35.4,15.854,27.099,47.91,4823
806400,1134750000,76.3,19.3,18.0,37.2,35.6,14.868,23.775,51.19,5140
960000,1134750000,74.8,18.6,19.6,37.4,35.8,13.845,21.422,55.10,5385
1113600,1134750000,69.8,25.2,20.7,37.6,36.1,13.683,20.487,55.60,5606
1267200,1134750000,67.0,21.4,21.7,37.9,36.4,13.255,19.314,57.57,5697
1420800,1134750000,65.6,21.5,22.2,38.2,36.6,13.357,18.932,57.10,5844
1574400,1134750000,63.4,26.8,22.7,38.3,36.8,13.155,18.351,57.99,5932
1728000,1134750000,62.1,29.5,23.6,38.7,37.1,12.970,17.697,58.73,6103
1881600,1134750000,62.2,30.9,23.7,38.9,37.3,13.046,17.509,58.25,6308
2035200,1134750000,59.9,30.6,24.2,39.5,37.7,12.999,17.222,58.56,6583
345600,1236750000,89.3,8.9,10.2,37.7,36.1,24.114,45.835,31.63,4027
499200,1236750000,86.2,11.6,13.4,37.3,35.8,18.525,33.313,41.23,4550
652800,1236750000,77.9,14.3,16.4,37.4,35.9,15.059,26.035,50.18,4990
806400,1236750000,78.9,16.8,18.1,37.7,36.2,14.613,23.475,52.07,5361
960000,1236750000,71.6,23.4,19.9,37.9,36.5,13.685,21.244,55.64,5642
1113600,1236750000,69.3,26.2,20.7,38.3,36.8,13.503,20.203,56.37,5822
1267200,1236750000,68.6,20.1,21.7,38.5,37.1,13.311,19.403,57.17,5980
1420800,1236750000,68.1,24.0,22.2,38.8,37.4,13.146,18.708,57.72,6070
1574400,1236750000,67.0,28.0,22.7,38.9,37.4,13.123,18.216,58.13,6171
1728000,1236750000,68.1,28.6,23.2,39.3,37.6,13.044,17.734,58.39,6303
1881600,1236750000,62.6,24.2,23.7,39.4,37.8,12.991,17.432,58.53,6398
2035200,1236750000,65.5,23.5,24.2,39.7,38.1,12.982,17.163,58.95,6700
345600,1300500000,93.2,10.2,10.0,37.8,36.3,22.730,46.935,33.40,4066
499200,1300500000,87.7,13.5,13.3,37.5,35.8,18.328,33.355,41.43,4596
652800,1300500000,82.1,17.6,15.8,37.6,36.1,15.951,27.208,47.63,5061
806400,1300500000,76.3,16.6,18.1,37.9,36.4,14.876,23.698,51.04,5458
960000,1300500000,75.1,17.0,19.6,38.4,36.8,14.259,21.862,53.48,5720
1113600,1300500000,74.3,23.8,20.7,38.7,37.1,13.649,20.346,56.00,5931
1267200,1300500000,73.2,19.9,21.7,38.8,37.3,13.296,19.310,57.28,6088
1420800,1300500000,67.5,26.9,22.2,39.0,37.6,13.180,18.691,57.87,6205
1574400,1300500000,71.1,24.7,22.7,39.4,37.8,13.156,18.278,57.66,6283
1728000,1300500000,67.2,23.2,23.2,39.5,38.1,13.121,17.873,57.96,6393
1881600,1300500000,61.8,26.2,23.7,39.7,38.2,12.970,17.426,58.60,6490
2035200,1300500000,62.8,29.2,24.1,40.0,38.5,13.020,17.253,58.31,6710
