fcpu_ghz,fgpu_ghz,total_time,T_hat,rel_err,x_cpu,x_gpu
0.3456,0.11475,18.992,16.047999965119295,0.15501263873634716,5.888888888888889,11.333333333333332
0.3456,1.13475,17.263,16.047999965119295,0.07038174331696148,5.888888888888889,1.1460674157303372
0.3456,0.52275,17.034,16.047999965119295,0.05788423358463681,5.888888888888889,2.48780487804878
0.3456,0.42075,17.003,16.047999965119295,0.05616656089400133,5.888888888888889,3.090909090909091
0.3456,0.82875,16.953,16.047999965119295,0.05338288414326101,5.888888888888889,1.5692307692307692
0.3456,1.23675,16.952,16.047999965119295,0.05332704311471839,5.888888888888889,1.0515463917525774
0.3456,0.62475,16.914,16.047999965119295,0.05120019125462374,5.888888888888889,2.0816326530612246
0.3456,0.72675,16.895,16.047999965119295,0.05013317756026659,5.888888888888889,1.7894736842105263
0.3456,0.31875,16.863,16.047999965119295,0.04833066683749653,5.888888888888889,4.08
0.3456,0.21675,16.862,16.047999965119295,0.04827422813905248,5.888888888888889,6.0
