fcpu,fgpu,cpu_uti,gpu_uti,mem_uti,cpu_temp,gpu_temp,inference_time,total_time,fps,VDD_IN
1267200,420750000,64.1,55.0,12.9,35.7,34.3,19.300,25.195,45.47,4238
1420800,420750000,56.9,54.9,13.3,35.9,34.5,18.832,24.244,45.76,4410
1574400,420750000,60.9,56.0,13.7,36.1,34.8,18.541,23.465,46.12,4559
1728000,420750000,58.9,55.9,14.1,36.5,35.1,18.215,22.796,46.67,4789
1881600,420750000,52.8,59.9,14.4,36.8,35.5,18.025,22.294,46.75,5014
2035200,420750000,65.5,61.6,14.7,37.3,35.9,17.835,21.840,46.86,5308
345600,522750000,70.8,22.4,7.2,35.8,34.4,27.999,47.335,39.06,3229
499200,522750000,71.2,28.4,9.1,35.3,33.9,22.393,36.028,46.81,3507
652800,522750000,75.4,37.2,10.7,35.3,34.0,19.859,30.424,49.82,3761
806400,522750000,67.9,39.1,11.8,35.4,34.1,18.562,27.216,51.50,3936
960000,522750000,61.2,42.5,12.7,35.6,34.3,17.673,25.103,52.59,4100
1113600,522750000,71.5,47.4,13.5,35.7,34.4,17.071,23.563,53.77,4234
1267200,522750000,54.9,46.7,13.9,36.0,34.6,16.644,22.578,53.86,4364
1420800,522750000,65.3,49.3,14.6,36.2,35.0,16.222,21.584,54.67,4598
1574400,522750000,55.6,51.2,14.9,36.5,35.2,15.953,20.901,54.96,4758
1728000,522750000,57.2,53.6,15.4,36.7,35.5,15.736,20.297,55.06,4986
1881600,522750000,60.1,52.7,15.7,37.2,35.8,15.499,19.776,55.61,5266
2035200,522750000,58.3,55.0,16.1,37.6,36.3,15.307,19.277,55.85,5571
345600,624750000,85.4,20.5,7.3,36.0,34.6,26.520,45.883,42.19,3238
499200,624750000,74.3,27.3,9.4,35.4,34.1,20.602,34.181,51.70,3527
652800,624750000,83.5,31.7,11.0,35.4,34.0,18.278,28.861,56.14,3770
806400,624750000,60.3,36.7,12.2,35.5,34.2,16.902,25.561,57.90,3970
960000,624750000,74.1,38.1,13.3,35.6,34.3,16.088,23.438,59.71,4148
1113600,624750000,56.2,40.8,14.0,35.9,34.4,15.583,22.086,60.15,4272
1267200,624750000,63.4,42.6,14.5,36.0,34.6,15.305,21.206,60.21,4434
1420800,624750000,59.1,48.4,15.0,36.3,35.0,15.033,20.446,60.13,4637
1574400,624750000,69.2,47.9,15.4,36.5,35.3,14.888,19.795,60.26,4850
1728000,624750000,65.4,45.5,16.0,36.9,35.7,14.704,19.264,60.25,5126
1881600,624750000,50.1,45.6,16.2,37.4,36.1,14.573,18.852,60.33,5392
2035200,624750000,62.8,46.9,16.4,37.9,36.6,14.469,18.491,60.34,5675
345600,726750000,78.7,17.5,7.2,36.2,34.6,26.653,46.043,42.21,3228
499200,726750000,84.4,22.9,9.3,35.7,34.1,20.372,33.937,52.69,3530
652800,726750000,64.7,27.5,11.1,35.7,34.1,17.821,28.462,58.35,3798
806400,726750000,72.3,34.5,12.4,35.6,34.3,16.617,25.293,59.78,3993
960000,726750000,69.6,35.5,13.2,35.9,34.4,16.031,23.522,59.98,4154
1113600,726750000,60.2,37.1,13.9,36.0,34.7,15.597,22.138,60.09,4271
1267200,726750000,76.4,39.2,14.4,36.1,34.9,15.356,21.210,60.11,4448
1420800,726750000,62.0,43.5,14.9,36.4,35.1,15.103,20.441,60.15,4646
1574400,726750000,64.4,40.7,15.2,36.8,35.5,14.883,19.814,60.23,4840
1728000,726750000,64.2,44.8,15.7,37.1,35.9,14.718,19.284,60.31,5100
1881600,726750000,56.9,40.9,15.9,37.4,36.3,14.596,18.862,60.25,5339
2035200,726750000,57.2,45.9,16.1,37.9,36.7,14.458,18.417,60.26,5624
345600,828750000,82.2,16.3,7.2,36.2,34.8,25.576,45.076,45.26,3285
499200,828750000,74.3,21.8,9.4,35.7,34.5,19.707,33.261,55.59,3615
652800,828750000,66.7,26.3,11.2,35.7,34.4,17.494,28.007,59.94,3891
806400,828750000,68.3,32.2,12.3,35.6,34.4,16.636,25.350,59.96,4079
960000,828750000,70.4,35.4,13.1,35.8,34.5,16.046,23.538,60.09,4238
1113600,828750000,71.0,32.0,13.7,36.0,34.7,15.651,22.191,60.20,4361
1267200,828750000,70.5,36.1,14.3,36.0,34.9,15.343,21.198,60.24,4449
1420800,828750000,57.7,37.9,14.7,36.3,35.0,15.121,20.473,60.17,4615
1574400,828750000,55.1,35.8,15.1,36.6,35.2,14.888,19.813,60.27,4817
1728000,828750000,63.9,41.6,15.6,36.8,35.6,14.724,19.316,60.28,5126
1881600,828750000,52.4,40.5,15.9,37.3,36.0,14.585,18.863,60.33,5406
2035200,828750000,53.8,39.8,16.2,37.6,36.4,14.461,18.446,60.37,5685
345600,930750000,67.1,15.5,7.2,36.0,34.6,25.505,45.524,45.71,3338
499200,930750000,75.7,19.8,9.4,35.5,34.2,19.474,33.167,57.03,3700
652800,930750000,76.1,25.5,11.1,35.5,34.3,17.604,28.149,59.70,3964
806400,930750000,66.8,30.8,12.3,35.7,34.4,16.665,25.307,60.14,4183
960000,930750000,67.5,28.5,13.0,35.9,34.5,16.043,23.490,60.15,4334
1113600,930750000,69.8,30.8,13.7,36.0,34.8,15.623,22.169,60.17,4462
1267200,930750000,65.9,29.9,14.1,36.1,34.9,15.313,21.164,60.34,4553
1420800,930750000,73.8,36.7,14.7,36.4,35.1,15.069,20.366,60.23,4703
1574400,930750000,61.2,36.3,15.0,36.5,35.3,14.905,19.838,60.31,4845
1728000,930750000,60.3,34.1,15.5,36.8,35.6,14.719,19.294,60.33,5113
1881600,930750000,68.5,40.1,15.8,37.2,35.9,14.597,18.862,60.24,5370
2035200,930750000,61.5,35.1,15.8,37.5,36.5,14.482,18.515,60.32,5626
345600,1032750000,76.0,13.6,7.2,36.1,34.6,25.073,44.782,46.78,3430
499200,1032750000,81.1,18.8,9.5,35.7,34.3,19.021,32.609,58.51,3793
652800,1032750000,74.4,24.9,11.1,35.6,34.4,17.546,28.093,59.78,4090
806400,1032750000,76.2,26.3,12.1,35.7,34.6,16.584,25.232,59.91,4306
960000,1032750000,70.3,28.1,13.0,35.9,34.7,15.960,23.381,59.79,4464
1113600,1032750000,71.5,29.8,13.6,36.2,34.9,15.528,22.056,60.26,4614
1267200,1032750000,58.2,33.1,14.1,36.3,35.1,15.249,21.096,60.30,4704
1420800,1032750000,55.5,33.6,14.6,36.5,35.3,14.980,20.259,59.93,4838
1574400,1032750000,67.0,30.0,15.0,36.6,35.5,14.802,19.708,60.33,4917
1728000,1032750000,67.7,30.7,15.4,36.8,35.7,14.639,19.218,60.37,5128
1881600,1032750000,58.0,33.3,15.7,37.1,36.0,14.536,18.771,60.31,5384
2035200,1032750000,58.4,33.1,15.7,37.5,36.4,14.420,18.556,60.36,5668
345600,1134750000,86.0,15.3,7.2,36.2,34.9,24.581,43.958,47.12,3536
499200,1134750000,78.7,17.8,9.5,35.8,34.6,18.966,32.492,58.88,3934
652800,1134750000,63.0,20.8,11.1,35.8,34.8,17.456,27.974,59.64,4256
806400,1134750000,72.3,25.3,12.1,36.0,34.9,16.549,25.227,59.94,4483
960000,1134750000,68.3,25.9,12.9,36.2,35.1,15.935,23.332,59.69,4651
1113600,1134750000,67.9,29.1,13.5,36.4,35.3,15.547,22.057,60.30,4813
1267200,1134750000,71.2,29.3,14.0,36.6,35.6,15.253,21.061,60.23,4904
1420800,1134750000,69.3,31.7,14.6,36.8,35.8,15.070,20.358,60.27,5072
1574400,1134750000,52.5,32.1,15.0,37.0,36.0,14.810,19.660,60.34,5168
1728000,1134750000,62.0,30.3,15.4,37.3,36.2,14.637,19.131,60.35,5254
1881600,1134750000,62.3,34.1,15.6,37.6,36.5,14.547,18.815,60.29,5462
2035200,1134750000,57.0,36.3,16.0,37.8,36.8,14.424,18.408,60.42,5793
345600,1236750000,81.5,13.3,7.2,36.3,35.1,24.451,43.830,47.62,3674
499200,1236750000,72.9,16.4,9.4,36.0,34.9,18.981,32.602,58.79,4081
652800,1236750000,73.9,21.6,11.0,36.1,35.1,17.427,27.952,59.76,4454
806400,1236750000,68.4,24.9,12.1,36.3,35.3,16.515,25.128,60.14,4704
960000,1236750000,68.9,25.7,12.9,36.7,35.6,15.969,23.366,59.87,4889
1113600,1236750000,69.4,24.8,13.5,36.9,35.8,15.554,22.004,60.22,5056
1267200,1236750000,62.6,25.8,14.2,37.1,36.0,15.204,21.069,60.35,5195
1420800,1236750000,72.3,29.0,14.6,37.3,36.3,14.983,20.269,59.94,5336
1574400,1236750000,69.3,29.1,15.0,37.5,36.5,14.820,19.677,60.32,5442
1728000,1236750000,54.1,33.5,15.4,37.6,36.7,14.634,19.109,60.36,5540
1881600,1236750000,63.8,34.6,15.7,37.8,36.8,14.510,18.717,60.29,5642
2035200,1236750000,47.1,30.3,16.0,38.0,37.2,14.400,18.380,60.39,5893
345600,1300500000,66.7,11.9,7.3,36.6,35.4,24.408,43.795,47.86,3741
499200,1300500000,75.2,15.8,9.4,36.2,35.0,18.857,32.552,58.68,4162
652800,1300500000,78.9,21.8,11.0,36.4,35.2,17.404,27.879,59.80,4535
806400,1300500000,64.5,24.8,12.1,36.6,35.4,16.499,25.237,59.90,4783
960000,1300500000,70.7,24.4,12.9,36.8,35.8,15.965,23.400,59.82,4988
1113600,1300500000,66.6,26.5,13.5,37.1,35.9,15.576,22.083,60.16,5148
1267200,1300500000,65.2,28.8,14.0,37.3,36.1,15.214,21.103,60.22,5286
1420800,1300500000,63.5,27.1,14.5,37.4,36.4,15.071,20.388,60.28,5424
1574400,1300500000,62.8,26.6,15.1,37.7,36.6,14.803,19.705,60.31,5572
1728000,1300500000,64.1,32.7,15.4,37.9,36.8,14.667,19.171,60.24,5645
1881600,1300500000,61.7,32.2,15.6,38.2,37.0,14.484,18.697,60.34,5758
2035200,1300500000,60.5,30.3,16.0,38.4,37.2,14.419,18.395,60.32,5932
