fcpu_ghz,fgpu_ghz,total_time,T_hat,rel_err,x_cpu,x_gpu
2.0352,0.11475,21.09,16.23091545669876,0.2303975601375647,1.0,11.333333333333332
1.8816,0.11475,21.342,16.488523079025192,0.22741434359360915,1.0816326530612246,11.333333333333332
1.728,0.11475,21.716,16.791927611987433,0.22674859034870917,1.1777777777777778,11.333333333333332
1.5744,0.11475,22.171,17.154533029430112,0.2262625488507459,1.2926829268292683,11.333333333333332
1.4208,0.11475,22.547,17.595539618211752,0.21960617296262244,1.4324324324324325,11.333333333333332
1.2672,0.11475,23.169,18.143456895182876,0.216908071337439,1.606060606060606,11.333333333333332
1.1136,0.11475,23.623,18.84252376580121,0.20236533184603098,1.827586206896552,11.333333333333332
0.96,0.11475,24.564,19.765292035017406,0.19535531529810266,2.12,11.333333333333332
0.8064,0.11475,25.602,21.039591073458823,0.17820517641360745,2.5238095238095237,11.333333333333332
0.6528,0.11475,27.063,22.91356024763738,0.15332519500286804,3.1176470588235294,11.333333333333332
