fcpu,fgpu,cpu_uti,gpu_uti,mem_uti,cpu_temp,gpu_temp,inference_time,total_time,fps,VDD_IN
1420800,930750000,67.4,29.3,13.4,34.7,33.4,5.554,10.885,137.33,4455
1574400,930750000,65.2,26.3,13.9,34.9,33.5,5.49,10.467,136.96,4615
1728000,930750000,65.4,17.3,14.3,35,33.7,5.488,10.085,137.61,4821
1881600,930750000,66.2,21.7,14.7,35.4,34,5.477,9.778,137.43,5119
2035200,930750000,69.1,25.5,14.9,35.6,34.4,5.475,9.506,137.86,5301
345600,1032750000,68.8,10.1,6.9,34.8,33.3,5.987,25.227,127.69,3298
499200,1032750000,78.6,12.3,8.5,34.4,33.1,5.691,19.131,132.79,3595
652800,1032750000,73,14.6,9.9,34.4,33.2,5.681,16.186,134.44,3862
806400,1032750000,80.7,10.9,10.9,34.6,33.3,5.564,14.21,135.66,4065
960000,1032750000,66.9,15.4,11.8,34.8,33.4,5.534,12.931,136.13,4276
1113600,1032750000,75,11.3,12.4,34.9,33.5,5.525,12.033,136.78,4404
1267200,1032750000,60.9,14.3,13,34.9,33.6,5.503,11.385,137.16,4464
1420800,1032750000,65.8,17.9,13.5,35,33.8,5.494,10.817,137.53,4581
1574400,1032750000,61.7,14.7,13.9,35.2,33.9,5.497,10.427,137.44,4670
1728000,1032750000,59.9,21,14.3,35.3,34,5.49,10.082,137.75,4866
1881600,1032750000,50.9,22.3,14.7,35.5,34.3,5.479,9.786,137.79,5118
2035200,1032750000,53.5,13,14.9,35.9,34.7,5.474,9.519,138,5332
345600,1134750000,83.9,6.6,6.9,34.9,33.4,5.952,25.266,126.41,3393
499200,1134750000,61.2,11.9,8.6,34.8,33.2,5.7,19.087,132.16,3716
652800,1134750000,77.4,12.2,9.9,34.8,33.3,5.622,16.098,134.21,3981
806400,1134750000,76,12.8,10.9,34.8,33.5,5.571,14.203,135.36,4181
960000,1134750000,82.4,16.8,11.7,35,33.5,5.544,12.921,136.17,4395
1113600,1134750000,71.6,12.5,12.4,35.1,33.7,5.521,12.061,137.13,4544
1267200,1134750000,68,15.5,13,35.3,34,5.511,11.338,136.62,4671
1420800,1134750000,64.7,16.6,13.5,35.4,34.1,5.498,10.797,137.44,4785
1574400,1134750000,56.8,20.6,13.8,35.4,34.1,5.542,10.424,137.3,4855
1728000,1134750000,72.3,10.2,14.3,35.6,34.3,5.482,10.006,137.74,4966
1881600,1134750000,57.2,20.7,14.7,35.7,34.7,5.476,9.759,137.56,5148
2035200,1134750000,62.8,11.7,14.9,35.9,34.9,5.47,9.518,137.92,5355
345600,1236750000,78.4,6.6,7,35.1,33.7,6.1,25.373,128.57,3503
499200,1236750000,65.9,7.6,8.6,34.9,33.6,5.718,19.132,132.69,3842
652800,1236750000,65.9,8.2,9.9,35.1,33.8,5.623,16.111,133.67,4128
806400,1236750000,62.5,13.6,10.8,35.1,33.9,5.566,14.214,134.89,4328
960000,1236750000,72.3,17.4,11.7,35.2,33.9,5.625,13.118,136.46,4544
1113600,1236750000,62.4,16.9,12.4,35.5,34.1,5.529,11.971,136.55,4737
1267200,1236750000,65.8,12.8,13,35.7,34.4,5.515,11.366,137.04,4838
1420800,1236750000,68.3,19,13.4,35.7,34.6,5.502,10.828,137.27,4967
1574400,1236750000,66.8,16.4,13.9,35.9,34.7,5.483,10.337,137.37,5048
1728000,1236750000,59.3,17.9,14.3,35.9,34.9,5.481,10.003,137.73,5186
1881600,1236750000,65.9,15,14.7,36.1,34.8,5.482,9.725,137.73,5295
2035200,1236750000,62.9,19.4,14.9,36.4,35,5.475,9.508,138.01,5454
345600,1300500000,72.9,7.4,6.9,35.3,33.9,5.898,24.838,127.36,3547
499200,1300500000,73.8,6.2,8.6,35.3,33.8,5.682,19.05,131.79,3912
652800,1300500000,66.2,12,9.9,35.2,34,5.618,15.992,134,4210
806400,1300500000,72.1,7.6,10.9,35.3,34.2,5.572,14.209,134.89,4409
960000,1300500000,65.9,11.3,11.7,35.4,34.5,5.549,12.946,136.18,4638
1113600,1300500000,59.3,11,12.4,35.6,34.5,5.526,12.041,136.68,4825
1267200,1300500000,59.7,15.4,12.9,35.6,34.6,5.511,11.351,137.14,4916
1420800,1300500000,55.1,17.6,13.4,35.8,34.8,5.497,10.802,137.11,5037
1574400,1300500000,65,13,13.8,35.9,34.8,5.491,10.362,137.63,5128
1728000,1300500000,59.8,18.2,14.3,36.1,35.1,5.483,10.008,137.23,5276
1881600,1300500000,59.6,18.8,14.6,36.3,35.3,5.477,9.716,137.29,5391
2035200,1300500000,71.5,15.5,14.9,36.6,35.3,5.529,9.586,137.9,5483
