fcpu_ghz,fgpu_ghz,total_time,T_hat,rel_err,x_cpu,x_gpu
2.0352,0.11475,33.751,21.514062359006296,0.36256518743129695,1.0,11.333333333333332
1.8816,0.11475,33.554,21.76692456113237,0.35128674491469364,1.0816326530612246,11.333333333333332
1.5744,0.11475,34.29,22.420665864190017,0.3461456440889467,1.2926829268292683,11.333333333333332
1.728,0.11475,33.644,22.06474004363641,0.3441701330508736,1.1777777777777778,11.333333333333332
1.4208,0.11475,34.532,22.85354861891738,0.3381921516588271,1.4324324324324325,11.333333333333332
1.2672,0.11475,35.03,23.39137264751804,0.3322474265624311,1.606060606060606,11.333333333333332
1.1136,0.11475,35.535,24.077561925387847,0.32242684887046996,1.827586206896552,11.333333333333332
0.96,0.11475,36.576,24.983331772175994,0.316947403429134,2.12,11.333333333333332
0.8064,0.11475,37.52,26.234156798692958,0.3007953944911259,2.5238095238095237,11.333333333333332
0.6528,0.11475,39.176,28.07360536710026,0.28339786177505977,3.1176470588235294,11.333333333333332
