fcpu,fgpu,cpu_uti,gpu_uti,mem_uti,cpu_temp,gpu_temp,inference_time,total_time,fps,VDD_IN
345600,420750000,92.7,13.3,6.9,35.3,33.5,14.725,17.501,51.84,3505
499200,420750000,89.4,13.6,7.9,35.1,33.4,13.292,15.417,57.50,3695
652800,420750000,84.2,17.1,8.5,35.0,33.3,12.941,14.522,58.82,3807
806400,420750000,78.9,20.9,8.9,35.0,33.4,12.807,13.998,59.47,3876
960000,420750000,75.5,22.2,9.1,35.2,33.4,12.728,13.779,59.83,3932
1113600,420750000,71.9,18.9,9.3,35.2,33.4,12.688,13.632,60.00,4000
1267200,420750000,71.0,20.7,9.4,35.3,33.4,12.684,13.622,60.07,4070
1420800,420750000,68.5,20.0,9.4,35.4,33.5,12.676,13.489,60.10,4154
1574400,420750000,65.4,20.2,9.4,35.5,33.6,12.658,13.401,60.13,4231
1728000,420750000,66.0,20.0,9.5,35.9,33.6,12.669,13.364,60.08,4381
1881600,420750000,63.6,18.8,9.5,36.1,33.9,12.649,13.318,60.17,4542
2035200,420750000,63.2,17.8,9.5,36.4,34.0,12.688,13.328,60.07,4724
345600,522750000,92.1,12.1,6.9,35.4,33.7,14.937,17.643,51.20,3506
499200,522750000,91.4,10.6,7.6,35.3,33.5,13.541,15.688,56.24,3655
652800,522750000,85.8,16.8,8.4,35.2,33.4,12.889,14.700,59.09,3776
806400,522750000,81.6,18.2,8.7,35.2,33.5,12.857,14.372,58.74,3877
960000,522750000,74.6,16.7,9.1,35.3,33.5,12.765,13.794,59.67,3942
1113600,522750000,73.3,15.5,9.3,35.3,33.5,12.746,13.693,59.76,3994
1267200,522750000,70.6,16.1,9.3,35.4,33.6,12.732,13.604,59.88,4077
1420800,522750000,66.6,15.9,9.4,35.5,33.7,12.714,13.517,59.91,4152
1574400,522750000,65.4,17.9,9.4,35.5,33.6,12.681,13.422,60.08,4246
1728000,522750000,63.8,17.2,9.4,35.7,33.9,12.666,13.385,60.11,4344
1881600,522750000,62.4,16.0,9.5,36.0,34.0,12.656,13.334,60.11,4510
2035200,522750000,60.7,17.1,9.5,36.3,34.0,12.674,13.359,60.14,4668
345600,624750000,93.4,8.8,6.9,35.4,33.7,15.372,17.841,49.14,3514
499200,624750000,89.3,11.5,7.7,35.3,33.5,13.451,15.701,56.97,3671
652800,624750000,85.3,11.8,8.4,35.2,33.4,13.083,14.717,58.38,3777
806400,624750000,78.6,13.6,8.9,35.3,33.4,12.815,13.984,59.49,3898
960000,624750000,75.7,15.8,9.0,35.4,33.4,12.855,13.899,59.34,3927
1113600,624750000,73.8,15.9,9.1,35.4,33.4,12.770,13.714,59.74,3975
1267200,624750000,70.5,14.3,9.3,35.5,33.6,12.713,13.592,60.02,4077
1420800,624750000,69.8,14.1,9.4,35.8,33.6,12.703,13.503,60.08,4150
1574400,624750000,66.1,14.2,9.4,35.8,33.8,12.693,13.448,60.06,4233
1728000,624750000,63.8,15.7,9.5,36.0,33.9,12.687,13.375,60.06,4356
1881600,624750000,61.6,15.2,9.5,36.3,34.1,12.704,13.393,60.04,4516
2035200,624750000,60.1,14.8,9.5,36.5,34.4,12.661,13.324,60.26,4686
345600,726750000,93.2,9.1,6.8,35.6,33.9,15.793,18.267,48.20,3527
499200,726750000,90.8,11.1,7.5,35.4,33.8,13.745,16.293,55.51,3652
652800,726750000,85.0,12.3,8.5,35.4,33.7,13.073,14.553,58.46,3858
806400,726750000,77.8,15.3,8.8,35.4,33.5,12.823,14.085,59.49,3885
960000,726750000,73.8,14.2,9.1,35.4,33.5,12.843,13.935,59.34,3935
1113600,726750000,73.4,14.1,9.3,35.5,33.5,12.740,13.690,59.96,4012
1267200,726750000,70.6,13.2,9.4,35.4,33.6,12.703,13.576,60.05,4097
1420800,726750000,69.2,12.7,9.4,35.6,33.6,12.722,13.593,59.96,4184
1574400,726750000,66.5,13.4,9.4,35.8,33.9,12.685,13.436,60.14,4277
1728000,726750000,66.6,13.9,9.5,36.1,33.9,12.692,13.398,60.08,4416
1881600,726750000,63.8,12.5,9.5,36.3,34.1,12.679,13.335,60.13,4530
2035200,726750000,63.5,13.1,9.5,36.5,34.3,12.680,13.342,60.12,4758
345600,828750000,93.8,8.5,6.8,35.6,34.0,15.213,18.099,50.29,3515
499200,828750000,90.0,9.5,7.7,35.4,33.9,13.644,15.444,55.85,3745
652800,828750000,85.5,11.5,8.5,35.4,33.8,12.968,14.396,58.91,3894
806400,828750000,79.9,14.2,8.9,35.5,33.7,12.806,14.027,59.72,3946
960000,828750000,71.3,13.5,9.1,35.5,33.6,12.727,13.776,59.92,3969
1113600,828750000,72.8,13.1,9.2,35.5,33.6,12.721,13.700,59.92,4026
1267200,828750000,70.7,13.1,9.4,35.6,33.8,12.717,13.606,60.04,4086
1420800,828750000,67.7,12.3,9.4,35.7,33.7,12.720,13.505,60.03,4151
1574400,828750000,64.2,13.9,9.4,35.8,33.9,12.703,13.480,60.05,4255
1728000,828750000,63.2,12.8,9.4,36.1,34.0,12.696,13.413,60.16,4373
1881600,828750000,61.4,12.9,9.5,36.4,34.1,12.671,13.377,60.18,4534
2035200,828750000,59.6,13.2,9.5,36.4,34.4,12.674,13.372,60.14,4694
345600,930750000,91.8,6.9,6.9,35.8,33.9,14.762,17.515,52.04,3586
499200,930750000,91.3,8.7,7.5,35.6,33.8,13.702,16.176,55.89,3778
652800,930750000,84.8,10.6,8.5,35.6,33.7,12.930,14.565,58.53,3946
806400,930750000,76.8,11.8,8.9,35.5,33.7,12.759,13.936,59.88,4018
960000,930750000,73.0,12.7,9.1,35.6,33.6,12.772,13.821,59.70,4040
1113600,930750000,71.6,11.9,9.1,35.5,33.6,12.736,13.699,59.91,4072
1267200,930750000,69.8,11.9,9.3,35.6,33.7,12.709,13.660,60.13,4158
1420800,930750000,66.5,13.6,9.3,35.7,33.7,12.705,13.522,60.07,4152
1574400,930750000,65.1,13.8,9.5,35.8,33.8,12.708,13.456,60.04,4269
1728000,930750000,62.5,11.9,9.4,35.9,33.9,12.672,13.431,60.17,4363
1881600,930750000,61.8,11.9,9.5,36.1,34.0,12.670,13.335,60.22,4516
2035200,930750000,59.5,12.1,9.5,36.4,34.1,12.697,13.341,60.06,4707
345600,1032750000,92.9,7.8,6.7,35.4,33.6,15.608,18.448,49.01,3632
499200,1032750000,89.4,9.6,7.9,35.4,33.5,13.376,15.201,57.19,3900
652800,1032750000,85.1,10.9,8.4,35.4,33.5,13.038,14.698,58.67,3988
806400,1032750000,77.4,12.4,8.8,35.4,33.5,12.856,14.181,59.45,4045
960000,1032750000,73.8,13.2,9.1,35.4,33.5,12.770,13.816,59.86,4120
1113600,1032750000,70.0,12.2,9.3,35.5,33.5,12.734,13.651,59.98,4216
1267200,1032750000,66.6,12.4,9.4,35.6,33.6,12.702,13.576,60.01,4192
1420800,1032750000,66.0,12.1,9.4,35.7,33.8,12.693,13.491,60.17,4241
1574400,1032750000,63.3,12.1,9.4,35.7,33.8,12.717,13.485,59.98,4216
1728000,1032750000,62.3,11.4,9.5,35.9,33.9,12.677,13.409,60.16,4369
1881600,1032750000,61.3,11.4,9.4,36.0,34.0,12.693,13.447,60.07,4503
2035200,1032750000,59.8,11.5,9.5,36.4,34.4,12.676,13.347,60.13,4693
345600,1134750000,94.3,8.0,6.7,35.6,33.9,14.919,18.495,51.46,3664
499200,1134750000,89.3,8.9,7.7,35.4,33.8,13.651,15.687,55.83,3983
652800,1134750000,84.3,11.9,8.5,35.5,33.8,12.892,14.313,59.19,4149
806400,1134750000,77.6,11.5,8.9,35.5,33.9,12.845,14.136,59.39,4218
960000,1134750000,74.2,11.7,9.0,35.6,33.8,12.856,13.957,59.50,4256
1113600,1134750000,67.3,13.0,9.1,35.7,33.9,12.735,13.705,59.89,4271
1267200,1134750000,64.8,12.6,9.4,35.7,33.9,12.708,13.578,60.06,4332
1420800,1134750000,65.5,12.3,9.3,35.9,33.9,12.696,13.506,60.06,4373
1574400,1134750000,63.3,12.6,9.5,35.9,34.0,12.686,13.439,60.16,4391
1728000,1134750000,62.9,12.1,9.4,36.0,34.0,12.662,13.392,60.17,4442
1881600,1134750000,61.4,11.1,9.5,36.1,34.1,12.676,13.391,60.16,4539
2035200,1134750000,59.0,11.9,9.5,36.4,34.3,12.692,13.328,60.10,4732
345600,1236750000,92.0,8.0,6.8,35.8,33.9,15.212,18.018,50.55,3791
499200,1236750000,90.6,9.4,7.7,35.8,33.9,13.388,15.619,56.77,4077
652800,1236750000,83.7,9.8,8.3,35.8,34.0,13.067,14.645,58.40,4250
806400,1236750000,76.5,10.7,8.7,35.7,33.9,12.879,14.189,59.19,4267
960000,1236750000,74.2,12.7,9.1,35.8,34.0,12.791,13.840,59.87,4395
1113600,1236750000,70.7,12.9,9.3,36.0,34.0,12.783,13.714,59.66,4482
1267200,1236750000,68.3,11.9,9.4,36.2,34.1,12.716,13.601,59.98,4499
1420800,1236750000,64.3,11.1,9.4,36.2,34.0,12.692,13.499,60.10,4482
1574400,1236750000,61.4,11.9,9.4,36.2,34.3,12.711,13.476,60.03,4484
1728000,1236750000,60.1,12.6,9.4,36.4,34.4,12.700,13.393,60.11,4546
1881600,1236750000,60.4,12.5,9.4,36.4,34.4,12.679,13.373,60.12,4559
2035200,1236750000,59.0,11.9,9.5,36.5,34.5,12.672,13.370,60.19,4730
345600,1300500000,92.6,7.9,6.9,35.8,34.0,15.281,17.980,49.98,3853
499200,1300500000,89.5,8.2,7.7,35.7,34.0,13.548,15.591,56.07,4166
652800,1300500000,83.2,9.3,8.5,35.9,34.0,12.915,14.385,59.08,4328
806400,1300500000,76.5,11.1,9.0,35.8,34.0,12.821,14.021,59.63,4383
960000,1300500000,72.7,11.7,9.1,36.0,34.1,12.767,13.846,59.79,4434
1113600,1300500000,68.9,11.4,9.3,36.2,34.2,12.701,13.671,60.03,4549
1267200,1300500000,66.5,11.1,9.4,36.2,34.2,12.740,13.606,59.96,4575
1420800,1300500000,65.0,11.1,9.4,36.4,34.4,12.680,13.527,60.13,4572
1574400,1300500000,62.8,11.6,9.4,36.4,34.4,12.675,13.427,60.19,4585
1728000,1300500000,57.5,12.7,9.5,36.4,34.4,12.690,13.403,60.12,4612
1881600,1300500000,56.6,11.6,9.5,36.5,34.5,12.672,13.346,60.17,4618
2035200,1300500000,56.2,12.1,9.5,36.7,34.6,12.678,13.344,60.12,4704
