fcpu_ghz,fgpu_ghz,total_time,T_hat,rel_err,x_cpu,x_gpu
2.0352,0.11475,21.098,19.14568835720789,0.09253538926875095,1.0,11.333333333333332
1.8816,0.11475,21.3,19.420817469448433,0.0882245319507778,1.0816326530612246,11.333333333333332
1.728,0.11475,21.614,19.744858423865068,0.08647828149046602,1.1777777777777778,11.333333333333332
1.4208,0.11475,22.529,20.60312905988751,0.08548408451828705,1.4324324324324325,11.333333333333332
1.5744,0.11475,22.005,20.13212688158251,0.08511125282515282,1.2926829268292683,11.333333333333332
1.1136,0.11475,23.881,21.934928322680957,0.08149037633763424,1.827586206896552,11.333333333333332
1.2672,0.11475,22.989,21.188313584448267,0.07832817502073748,1.606060606060606,11.333333333333332
0.96,0.11475,24.693,22.920459777148107,0.07178310544898936,2.12,11.333333333333332
0.8064,0.11475,25.969,24.281431785697983,0.06498395064507753,2.5238095238095237,11.333333333333332
2.0352,0.21675,13.05,12.394325641328656,0.05024324587519881,1.0,6.0
