fcpu_ghz,fgpu_ghz,total_time,T_hat,rel_err,x_cpu,x_gpu
2.0352,0.11475,59.853,51.78546829533103,0.13478909502729977,1.0,11.333333333333332
1.4208,0.11475,62.232,54.02750837849504,0.13183718378816295,1.4324324324324325,11.333333333333332
1.728,0.11475,60.663,52.70719588507624,0.13114755476853698,1.1777777777777778,11.333333333333332
1.8816,0.11475,60.032,52.20871055592832,0.13031865411899782,1.0816326530612246,11.333333333333332
1.5744,0.11475,61.188,53.3029466443018,0.12886600895107217,1.2926829268292683,11.333333333333332
1.2672,0.11475,62.85,54.927721442189686,0.12605057371217684,1.606060606060606,11.333333333333332
1.1136,0.11475,63.9,56.076269144144916,0.12243710259554119,1.827586206896552,11.333333333333332
2.0352,0.52275,19.277,21.576810031718253,0.1193033164765395,1.0,2.48780487804878
0.96,0.11475,65.365,57.59235211072583,0.11891146468712872,2.12,11.333333333333332
0.8064,0.11475,67.259,59.685990493147074,0.11259473835253166,2.5238095238095237,11.333333333333332
