fcpu_ghz,fgpu_ghz,total_time,T_hat,rel_err,x_cpu,x_gpu
2.0352,0.11475,32.982,21.510329859866204,0.34781608574779566,1.0,11.333333333333332
1.8816,0.11475,33.226,21.7694503326924,0.34480676781158126,1.0816326530612246,11.333333333333332
1.728,0.11475,33.503,22.074636667354362,0.34111462653032976,1.1777777777777778,11.333333333333332
1.5744,0.11475,33.936,22.4393715551211,0.3387738226331595,1.2926829268292683,11.333333333333332
1.4208,0.11475,34.367,22.882968040242808,0.334158697580737,1.4324324324324325,11.333333333333332
1.2672,0.11475,35.017,23.434103067212202,0.33077924815911697,1.606060606060606,11.333333333333332
1.1136,0.11475,35.516,24.13727534300074,0.3203830571291603,1.827586206896552,11.333333333333332
0.96,0.11475,36.576,25.065462747041614,0.314701915271172,2.12,11.333333333333332
0.8064,0.11475,37.64,26.34724535262186,0.30002004908018437,2.5238095238095237,11.333333333333332
0.6528,0.11475,39.298,28.232219772592813,0.28158634605850646,3.1176470588235294,11.333333333333332
