fcpu,fgpu,cpu_uti,gpu_uti,mem_uti,cpu_temp,gpu_temp,inference_time,total_time,fps,VDD_IN
652800,522750000,75.4,22.4,5.9,33.8,32.5,4.255,14.753,180.45,3267
806400,522750000,75.2,25.1,6.5,33.8,32.6,4.158,12.841,185.06,3396
960000,522750000,71.6,27.6,7,33.8,32.6,4.065,11.536,185.97,3510
1113600,522750000,70.6,29.5,7.4,34,32.7,4.067,10.636,187.74,3619
1267200,522750000,72.7,31.6,7.7,34.2,32.8,3.979,9.924,189.1,3768
1420800,522750000,70.8,33.8,8.1,34.3,32.9,3.946,9.397,190.77,3949
1574400,522750000,67,34.4,8.4,34.5,33.2,3.928,8.898,191.92,4136
1728000,522750000,51.4,38.2,8.6,34.8,33.5,3.913,8.583,194.26,4300
1881600,522750000,76.2,39.6,8.8,34.9,33.7,3.899,8.243,192.71,4550
2035200,522750000,58.7,41.3,9,35.3,34,3.897,8.013,193.99,4800
345600,624750000,85.4,11.7,4.3,34.2,32.8,4.522,24.294,172.66,2884
499200,624750000,75,15.4,5.2,34.1,32.6,3.974,17.497,193.19,3087
652800,624750000,74.7,18.2,6,34,32.6,3.693,14.207,207.37,3265
806400,624750000,73.6,22.3,6.6,34,32.6,3.585,12.348,208.25,3444
960000,624750000,72.6,26.2,7.2,34,32.7,3.492,10.947,221.91,3572
1113600,624750000,55.1,27,7.6,34,32.8,3.392,9.975,220.58,3683
1267200,624750000,70,29.9,7.9,34.2,33,3.351,9.322,221.6,3823
1420800,624750000,54.1,28.7,8.3,34.2,32.9,3.375,8.859,224.61,4030
1574400,624750000,53.2,27.6,8.7,34.5,33.3,3.325,8.291,227.65,4195
1728000,624750000,56.7,33.9,8.9,34.6,33.6,3.308,7.941,229.74,4392
1881600,624750000,69.6,36.9,9.2,34.7,33.9,3.275,7.626,230.26,4665
2035200,624750000,67.8,33.3,9.4,35,34.1,3.297,7.418,231.84,4966
345600,726750000,81.8,12.6,4.2,34.1,32.9,4.401,23.898,181.63,2874
499200,726750000,75.8,13.6,5.2,33.8,32.5,3.711,17.335,222.55,3095
652800,726750000,82.3,16.9,6,33.7,32.5,3.461,13.998,232.11,3266
806400,726750000,82.1,20.6,6.7,33.8,32.6,3.253,11.924,231.06,3479
960000,726750000,59.5,21.7,7.2,34,32.7,3.098,10.58,242.49,3585
1113600,726750000,67,25.3,7.7,34.2,32.8,3.122,9.637,251.67,3719
1267200,726750000,64.8,21.7,8.1,34.2,32.8,2.961,8.893,261.2,3866
1420800,726750000,71.5,27.3,8.4,34.3,33.1,2.923,8.375,250.96,4034
1574400,726750000,69.2,30.5,8.9,34.5,33.4,2.963,8.001,259.59,4303
1728000,726750000,51.2,31.1,9,34.7,33.6,2.817,7.439,251.07,4483
1881600,726750000,61.6,31.3,9.3,35,33.8,2.938,7.275,255.66,4765
2035200,726750000,66.1,33.6,9.6,35.1,34.2,2.798,6.883,264.99,5077
345600,828750000,83.6,9.1,4.2,34.2,32.8,4.318,23.657,185.58,2916
499200,828750000,78.8,8.9,5.3,34,32.7,3.706,17.36,228.6,3160
652800,828750000,81.4,14.6,6,33.9,32.7,3.38,13.914,234.07,3325
806400,828750000,78.6,20.3,6.6,34,32.7,3.241,11.919,236.44,3541
960000,828750000,78.6,21.1,7.2,33.9,32.8,3.102,10.589,244.68,3662
1113600,828750000,58.2,21.7,7.6,34.1,32.8,3.107,9.678,246.5,3770
1267200,828750000,76.8,23.9,8,34,32.9,3.054,8.976,242.1,3866
1420800,828750000,70.9,24.1,8.4,34.3,33,3.019,8.48,247.15,4028
1574400,828750000,72.7,26.7,8.7,34.5,33.2,3.027,8.015,248.14,4253
1728000,828750000,67.7,26.8,9,34.7,33.5,3.016,7.674,249.59,4564
1881600,828750000,62,29.6,9.2,34.9,33.7,3.025,7.363,250.19,4811
2035200,828750000,43.3,27.9,9.5,35.1,34,2.98,7.059,250.27,5041
345600,930750000,76.1,8.5,4.2,34.2,32.8,3.994,23.476,195,2978
499200,930750000,70.4,11.7,5.3,34.1,32.6,3.397,16.985,234.89,3242
652800,930750000,78.3,14,6.1,34,32.6,3.03,13.585,266.7,3436
806400,930750000,64.9,20.7,6.7,34,32.8,3.124,11.899,275.72,3658
960000,930750000,55.5,19.9,7.3,34.1,32.9,2.984,10.535,287.57,3776
1113600,930750000,72.7,20.8,7.8,34.2,33,2.769,9.343,294.82,3949
1267200,930750000,74.8,22.2,8.3,34.3,33,2.578,8.476,288.17,4046
1420800,930750000,69.9,22.8,8.6,34.5,33.1,2.524,7.907,301.48,4140
1574400,930750000,62.9,26.8,9,34.6,33.5,2.538,7.557,303.6,4348
1728000,930750000,63.1,25.1,9.2,34.8,33.7,2.465,7.112,305.85,4607
1881600,930750000,80.7,26.9,9.5,34.9,33.9,2.489,6.795,310.72,4923
2035200,930750000,68.6,28.5,9.8,35.4,34.4,2.45,6.524,307.22,5267
345600,1032750000,76.6,9.2,4.2,34.3,32.8,3.89,23.099,203.01,3038
499200,1032750000,72.3,10.8,5.2,34.1,32.8,3.372,16.939,242.27,3289
652800,1032750000,81.9,12.4,6,34.1,32.7,3.061,13.622,261.48,3506
806400,1032750000,59.9,17.4,6.7,34.2,32.8,2.886,11.614,271.73,3728
960000,1032750000,80.9,16.6,7.2,34.2,32.9,2.733,10.17,282.42,3848
1113600,1032750000,79.5,19.3,7.8,34.4,33.2,2.668,9.277,289.87,4030
1267200,1032750000,73.2,21.6,8.2,34.5,33.3,2.645,8.557,298.17,4174
1420800,1032750000,70.1,21,8.6,34.5,33.4,2.497,7.831,299.12,4274
1574400,1032750000,73.9,23.8,9,34.8,33.5,2.516,7.487,302.73,4404
1728000,1032750000,68.8,23.9,9.3,35.1,33.8,2.504,7.224,303.61,4641
1881600,1032750000,74.4,26,9.5,35.2,34.1,2.465,6.816,309.27,4965
2035200,1032750000,65.7,26.1,9.8,35.5,34.6,2.454,6.536,308.91,5296
345600,1134750000,72.3,8.4,4.2,34.5,33,3.833,23.29,220.36,3116
499200,1134750000,80.9,9.5,5.2,34.3,32.9,3.12,16.737,260.47,3422
652800,1134750000,77.9,11.9,6,34.3,32.8,2.754,13.387,285.2,3629
806400,1134750000,70.9,14.2,6.7,34.3,33,2.605,11.264,297.27,3876
960000,1134750000,74.6,14.6,7.3,34.5,33,2.493,9.988,308.36,4089
1113600,1134750000,74.2,20.7,7.9,34.3,33.2,2.363,8.93,312.21,4292
1267200,1134750000,65.7,18.1,8.2,34.5,33.2,2.362,8.28,323.19,4324
1420800,1134750000,74.8,22.9,8.7,34.7,33.6,2.329,7.696,324.9,4558
1574400,1134750000,70.1,20.3,8.9,34.9,33.7,2.272,7.23,323.92,4682
1728000,1134750000,75,19.4,9.4,35,33.8,2.287,6.849,328.88,4786
1881600,1134750000,68.4,27.4,9.6,35,34.1,2.308,6.622,331.39,5004
2035200,1134750000,72.4,22.7,9.9,35.4,34.4,2.253,6.326,340.89,5447
345600,1236750000,75.6,7,4.2,34.4,33.1,3.843,23.325,208.76,3227
499200,1236750000,78.3,8.5,5.2,34.3,33.1,3.077,16.675,262.91,3550
652800,1236750000,82.3,10.3,6,34.4,33.3,2.757,13.383,290.78,3839
806400,1236750000,72.5,13.9,6.8,34.7,33.5,2.653,11.358,297.61,4142
960000,1236750000,82.2,13.9,7.3,34.9,33.6,2.431,9.835,316.73,4303
1113600,1236750000,72.3,19.2,7.9,35,33.8,2.456,9.02,318.13,4534
1267200,1236750000,80.8,18.7,8.2,35.2,33.8,2.358,8.234,323.81,4677
1420800,1236750000,82.7,20.8,8.7,35.3,34.3,2.28,7.65,335.11,4816
1574400,1236750000,76.2,16,8.9,35.3,34.4,2.271,7.205,330.21,4927
1728000,1236750000,75.5,19.8,9.4,35.4,34.6,2.27,6.826,337.54,5123
1881600,1236750000,69.8,29.1,9.7,35.5,35,2.287,6.582,339.11,5193
2035200,1236750000,72.7,18.9,9.9,35.9,35.1,2.25,6.335,335.82,5507
345600,1300500000,77.4,8,4.2,35.1,33.7,3.625,22.938,205.99,3285
499200,1300500000,80,9.5,5.2,34.7,33.6,3.012,16.532,264.13,3640
652800,1300500000,64,12.1,6.1,34.8,33.6,2.891,13.384,292.86,3921
806400,1300500000,77.7,12,6.8,35.1,33.7,2.656,11.383,286.68,4205
960000,1300500000,78.4,12.5,7.3,35.2,33.9,2.512,9.992,309.48,4378
1113600,1300500000,71.4,18.4,7.8,35.1,34.2,2.447,8.995,317.99,4614
1267200,1300500000,75.7,18,8.2,35.4,34.3,2.369,8.262,326.18,4752
1420800,1300500000,68.7,19.2,8.6,35.5,34.5,2.288,7.676,327,4905
1574400,1300500000,71.8,18.2,8.9,35.5,34.7,2.275,7.233,329.48,5039
1728000,1300500000,75.2,19.1,9.5,35.7,35,2.28,6.841,334.27,5342
1881600,1300500000,70.6,27.9,9.7,35.9,35.3,2.264,6.52,335.48,5354
2035200,1300500000,64,21.5,9.9,35.9,35.2,2.216,6.267,337.86,5587
